"Date","forecast_Sing_economic","forecast_Sing_economic_low_80","forecast_Sing_economic_high_80","forecast_Sing_economic_low_95","forecast_Sing_economic_high_95"
2021-09-30,107.252508858881,84.0113336088033,130.493684108958,71.7081986077534,142.796819110008
2021-10-01,107.178403549516,83.9114226557001,130.445384443333,71.5946269720343,142.762180126999
2021-10-02,107.104166770676,83.8120761358781,130.396257405475,71.4819881582633,142.726345383089
2021-10-03,107.029828513881,83.7133098863356,130.346347141426,71.3702905104876,142.689366517274
2021-10-04,106.955418052178,83.6151391647431,130.295696939613,71.2595418670843,142.651294237272
2021-10-05,106.88096394654,83.5175786585515,130.244349234528,71.1497495713064,142.612178321773
2021-10-06,106.806494052423,83.4206424941888,130.192345610656,71.0409204818732,142.572067622972
2021-10-07,106.732035526479,83.3243442463145,130.139726806644,70.9330609835713,142.531010069387
2021-10-08,106.657614833414,83.2286969471249,130.086532719702,70.8261769978566,142.48905266897
2021-10-09,106.58325775297,83.1337130956938,130.032802410245,70.7202739934413,142.446241512498
2021-10-10,106.508989387046,83.0394046673368,129.978574106755,70.6153569968472,142.402621777245
2021-10-11,106.43483416693,82.9457831229866,129.923885210874,70.5114306029164,142.358237730944
2021-10-12,106.360815860641,82.8528594185693,129.868772302712,70.4084989852626,142.313132736019
2021-10-13,106.286957580374,82.7606440143698,129.813271146378,70.3065659066535,142.267349254095
2021-10-14,106.213281790046,82.6691468843798,129.757416695713,70.205634729314,142.220928850779
2021-10-15,106.139810312927,82.5783775256181,129.701243100235,70.1057084251405,142.173912200713
2021-10-16,106.066564339343,82.4883449674085,129.644783711277,70.0067895858097,142.126339092876
2021-10-17,105.993564434475,82.399057780622,129.588071088328,69.9088804327893,142.078248436161
2021-10-18,105.920830546205,82.3105240868595,129.531137005551,69.8119828272247,142.029678265186
2021-10-19,105.848382013038,82.2227515675799,129.474012458496,69.716098279708,141.980665746368
2021-10-20,105.776237572073,82.1357474731655,129.416727670981,69.6212279599202,141.931247184226
2021-10-21,105.704415367028,82.0495186319112,129.359312102145,69.5273727061335,141.881458027923
2021-10-22,105.632932956309,81.9640714589463,129.301794453672,69.4345330345827,141.831332878036
2021-10-23,105.561807321124,81.879411965075,129.244202677173,69.3427091486914,141.780905493557
2021-10-24,105.491054873615,81.7955457655234,129.186563981707,69.2519009481429,141.730208799087
2021-10-25,105.42069146504,81.7124780886109,129.128904841469,69.1621080378134,141.679274892266
2021-10-26,105.350732393963,81.6302137843219,129.071251003604,69.073329736543,141.628135051383
2021-10-27,105.28119241447,81.5487573327827,129.013627496157,68.9855650857519,141.576819743188
2021-10-28,105.212085744404,81.4681128526461,128.956058636161,68.8988128579053,141.525358630902
2021-10-29,105.1434260736,81.3882841093686,128.898568037831,68.8130715648105,141.47378058239
2021-10-30,105.075226572136,81.3092745233872,128.841178620884,68.7283394657568,141.422113678514
2021-10-31,105.007499898575,81.2310871781901,128.78391261896,68.644614575493,141.370385221657
2021-11-01,104.94025820822,81.1537248282825,128.726791588157,68.5618946720438,141.318621744396
2021-11-02,104.873513161345,81.0771899070412,128.669836415649,68.4801773043608,141.26684901833
2021-11-03,104.807275931437,81.0014845344671,128.613067328408,68.3994597998191,141.215092063056
2021-11-04,104.741557213405,80.926610524814,128.556503901996,68.3197392715382,141.163375155272
2021-11-05,104.676367231782,80.8525693941168,128.500165069448,68.2410126255517,141.111721838013
2021-11-06,104.611715748909,80.7793623676023,128.444069130216,68.1632765678117,141.060154930006
2021-11-07,104.547612073089,80.7069903869893,128.388233759189,68.0865276110344,141.008696535143
2021-11-08,104.484065066717,80.6354541176713,128.332676015762,68.0107620813833,140.95736805205
2021-11-09,104.421083154386,80.5647539557958,128.277412352976,67.9359761250031,140.906190183769
2021-11-10,104.358674330949,80.4948900352159,128.222458626683,67.862165714385,140.855182947514
2021-11-11,104.296846169559,80.4258622343429,128.167830104775,67.7893266545906,140.804365684528
2021-11-12,104.235605829661,80.3576701828784,128.113541476445,67.7174545893154,140.753757070008
2021-11-13,104.17496006495,80.2903132684337,128.059606861466,67.6465450068027,140.703375123097
2021-11-14,104.114915231278,80.2237906430405,128.006039819516,67.5765932456104,140.653237216946
2021-11-15,104.055477294531,80.1581012295497,127.952853359513,67.507594500233,140.60336008883
2021-11-16,103.99665183844,80.0932437279168,127.900059948964,67.4395438265752,140.553759850306
2021-11-17,103.938444072357,80.0292166213827,127.847671523332,67.3724361472897,140.504451997425
2021-11-18,103.880858838969,79.9660181825386,127.7956994954,67.306266256969,140.45545142097
2021-11-19,103.823900621966,79.90364647929,127.744154764643,67.2410288272073,140.406772416726
