"Date","forecast_Sing_health","forecast_Sing_health_low_80","forecast_Sing_health_high_80","forecast_Sing_health_low_95","forecast_Sing_health_high_95"
2021-07-29,64.4417114824471,55.5055779049349,73.3778450599593,50.7750745371595,78.1083484277347
2021-07-30,64.3688992867253,55.4047638690032,73.3330347044473,50.6594372224274,78.0783613510231
2021-07-31,64.2967189105315,55.3056028131481,73.2878350079149,50.545993457513,78.04744436355
2021-08-01,64.2251790418382,55.2080682478537,73.2422898358227,50.4346981310629,78.0156599526135
2021-08-02,64.1542879837188,55.1121345076133,73.1964414598244,50.3255075956902,77.9830683717475
2021-08-03,64.0840536560662,55.0177767006301,73.1503306115024,50.2183795901389,77.9497277219936
2021-08-04,64.014483597716,54.9249706623174,73.1039965331145,50.1132731670444,77.9156940283876
2021-08-05,63.9455849689459,54.8336929122757,73.0574770256161,50.0101486258121,77.8810213120796
2021-08-06,63.8773645543264,54.7439206144576,73.0108084941952,49.908967450187,77.8457616584657
2021-08-07,63.8098287658948,54.6556315402565,72.9640259915331,49.8096922501214,77.8099652816682
2021-08-08,63.7429836466289,54.5688040342783,72.9171632589795,49.7122867075886,77.7736805856692
2021-08-09,63.6768348741992,54.4834169825809,72.8702527658175,49.6167155260239,77.7369542223745
2021-08-10,63.6113877649758,54.399449783182,72.8233257467695,49.5229443830977,77.6998311468539
2021-08-11,63.5466472782713,54.3168823186547,72.7764122378878,49.4309398865591,77.6623546699834
2021-08-12,63.4826180207997,54.2356949306467,72.7295411109527,49.3406695329057,77.6245665086937
2021-08-13,63.4193042513335,54.1558683961733,72.6827401064937,49.2521016686613,77.5865068340056
2021-08-14,63.3567098855408,54.0773839055441,72.6360358655374,49.1652054540577,77.5482143170239
2021-08-15,63.2948385009879,54.0002230418013,72.5894539601744,49.0799508289391,77.5097261730366
2021-08-16,63.233693342291,53.9243677615513,72.5430189230307,48.9963084807201,77.471078203862
2021-08-17,63.1732773264021,53.8498003770836,72.4967542757205,48.914249814241,77.4323048385631
2021-08-18,63.1135930480165,53.7765035396834,72.4506825563496,48.8337469233832,77.3934391726497
2021-08-19,63.0546427850882,53.7044602240437,72.4048253461326,48.7547725643109,77.3545130058654
2021-08-20,62.9964285044419,53.6336537137,72.3592032951838,48.6773001302236,77.3155568786602
2021-08-21,62.9389518674691,53.5640675874081,72.3138361475301,48.6013036275078,77.2766001074304
2021-08-22,62.8822142358978,53.4956857063979,72.2687427653978,48.5267576531893,77.2376708186064
2021-08-23,62.8262166776265,53.4284922024386,72.2239411528145,48.4536373735923,77.1987959816607
2021-08-24,62.7709599726109,53.3624714666567,72.1794484785651,48.381918504121,77.1600014411007
2021-08-25,62.7164446187961,53.2976081390517,72.1352810985405,48.3115772900858,77.1213119475065
2021-08-26,62.6626708380852,53.2338870986609,72.0914545775095,48.242590488501,77.0827511876694
2021-08-27,62.6096385823353,53.1712934543251,72.0479837103455,48.1749353507896,77.044341813881
2021-08-28,62.5573475393753,53.1098125360154,72.0048825427352,48.1085896063318,77.0061054724189
2021-08-29,62.5057971390354,53.0494298866779,71.9621643913928,48.0435314468012,76.9680628312695
2021-08-30,62.4549865591846,52.9901312545636,71.9198418638056,47.9797395112386,76.9302336071306
2021-08-31,62.404914731768,52.9319025860073,71.8779268775287,47.9171928718119,76.8926365917241
2021-09-01,62.3555803488391,52.8747300186267,71.8364306790515,47.8558710202219,76.8552896774563
2021-09-02,62.30698186858,52.81859987491,71.7953638622499,47.7957538547087,76.8182098824512
2021-09-03,62.2591175213055,52.7634986561688,71.7547363864422,47.7368216676243,76.7814133749867
2021-09-04,62.2119853154465,52.7094130368287,71.7145575940644,47.6790551335346,76.7449154973585
2021-09-05,62.1655830435064,52.6563298590372,71.6748362279755,47.6224352978188,76.708730789194
2021-09-06,62.1199082879881,52.6042361275671,71.6355804484091,47.5669435657375,76.6728730102386
2021-09-07,62.0749584272861,52.5531190049948,71.5967978495774,47.5125616919399,76.6373551626324
2021-09-08,62.0307306415409,52.5029658071375,71.5584954759442,47.4592717703856,76.6021895126961
2021-09-09,61.9872219184512,52.4537639987314,71.520679838171,47.4070562246591,76.5673876122433
2021-09-10,61.944429059042,52.4055011893355,71.4833569287484,47.3558977986512,76.5329603194327
2021-09-11,61.9023486833839,52.3581651294476,71.4465322373203,47.3057795475915,76.4989178191763
2021-09-12,61.860977236262,52.3117437068178,71.4102107657063,47.2566848294095,76.4652696431146
2021-09-13,61.8203109927905,52.2662249429488,71.3743970426321,47.2085972964098,76.4320246891712
2021-09-14,61.7803460639727,52.2215969897713,71.3390951381741,47.1615008872444,76.399191240701
2021-09-15,61.7410784022017,52.1778481264831,71.3043086779204,47.115379819167,76.3667769852364
2021-09-16,61.7025038067009,52.134966756543,71.2700408568588,47.0702185805552,76.3347890328466
2021-09-17,61.6646179289023,52.092941404811,71.2362944529936,47.0260019236897,76.3032339341149
2021-09-18,61.6274162777606,52.0517607148248,71.2030718406964,46.9827148577758,76.2721176977454
2021-09-19,61.5908942250013,52.0114134462062,71.1703750037964,46.9403426421991,76.2414458078035
2021-09-20,61.5550470103021,51.9718884721903,71.1382055484139,46.8988707800035,76.2112232406006
2021-09-21,61.5198697464054,51.9331747772701,71.1065647155407,46.858285011583,76.1814544812279
2021-09-22,61.4853574241608,51.8952614549509,71.0754533933707,46.818571308577,76.1521435397445
2021-09-23,61.4515049174963,51.8581377056076,71.0448721293851,46.7797158679631,76.1232939670296
2021-09-24,61.4183069883188,51.821792834442,71.0148211421956,46.741705106338,76.0949088702996
2021-09-25,61.3857582913397,51.7862162495325,70.985300333147,46.70452565438,76.0669909282995
2021-09-26,61.353853378829,51.7513974599731,70.956309297685,46.6681643514871,76.0395424061709
2021-09-27,61.3225867052933,51.717326074097,70.9278473364896,46.6326082405836,76.012565170003
2021-09-28,61.2919526320793,51.6839917977808,70.8999134663778,46.5978445630887,75.9860607010699
2021-09-29,61.2619454319028,51.6513844328262,70.8725064309795,46.5638607540452,75.9600301097604
2021-09-30,61.2325592932998,51.6194938754133,70.8456247111862,46.5306444373975,75.934474149202
2021-10-01,61.2037883250029,51.5883101146265,70.8192665353794,46.4981834214196,75.9093932285862
2021-10-02,61.1756265602411,51.5578232310458,70.7934298894366,46.4664656942858,75.8847874261965
2021-10-03,61.1480679609616,51.5280233954025,70.7681125265207,46.435479419779,75.8606565021442
2021-10-04,61.1211064219759,51.4989008672976,70.7433119766543,46.4052129331357,75.8369999108162
2021-10-05,61.0947357750279,51.4704459939767,70.7190255560792,46.3756547370196,75.8138168130363
2021-10-06,61.0689497927862,51.4426492091643,70.6952503764081,46.3467934976253,75.7911060879472
2021-10-07,61.0437421927583,51.415501031951,70.6719833535657,46.3186180409032,75.7688663446134
2021-10-08,61.0191066411287,51.3889920657324,70.649221216525,46.2911173489069,75.7470959333505
2021-10-09,60.9950367565197,51.3631129971994,70.62696051584,46.2642805562563,75.7257929567831
2021-10-10,60.9715261136762,51.3378545953757,70.6051976319767,46.2380969467161,75.7049552806364
2021-10-11,60.9485682470739,51.313207710702,70.5839287834457,46.2125559498846,75.6845805442631
2021-10-12,60.9261566544512,51.2891632741648,70.5631500347376,46.187647137992,75.6646661709103
2021-10-13,60.9042848002662,51.2657122964679,70.5428573040646,46.163360222803,75.6452093777294
2021-10-14,60.8829461190778,51.2428458672454,70.5230463709102,46.1396850526237,75.6262071855319
2021-10-15,60.8621340188525,51.220555154315,70.5037128833899,46.1166116094085,75.6076564282965
2021-10-16,60.8418418841959,51.1988314029684,70.4848523654234,46.0941300059645,75.5895537624273
2021-10-17,60.8220630795113,51.177665935299,70.4664602237236,46.0722304832519,75.5718956757707
2021-10-18,60.8027909520839,51.1570501495656,70.4485317546023,46.0509034077771,75.5546784963908
2021-10-19,60.7840188350924,51.1369755195888,70.4310621505959,46.030139269076,75.5378984011088
2021-10-20,60.7657400505481,51.1174335941814,70.4140465069148,46.0099286772866,75.5215514238095
2021-10-21,60.7479479121624,51.098415996609,70.3974798277158,45.990262360807,75.5056334635179
2021-10-22,60.730635728143,51.079914424082,70.3813570322041,45.9711311640368,75.4901402922493
2021-10-23,60.7137968039205,51.0619206472767,70.3656729605644,45.9525260452025,75.4750675626386
2021-10-24,60.6974244448025,51.0444265098816,70.3504223797233,45.9344380742583,75.4604108153466
2021-10-25,60.6815119585614,51.0274239281739,70.3355999889488,45.9168584308684,75.4461654862544
2021-10-26,60.6660526579522,51.010904890619,70.3212004252854,45.8997784024612,75.4323269134432
2021-10-27,60.6510398631623,50.9948614574944,70.3072182688301,45.8831893823587,75.4188903439658
2021-10-28,60.6364669041952,50.9792857605392,70.2936480478513,45.8670828679767,75.4058509404137
2021-10-29,60.6223271231874,50.9641700026224,70.2804842437523,45.8514504590929,75.3932037872818
2021-10-30,60.6086138766585,50.9495064574348,70.2677212958823,45.8362838561828,75.3809438971342
2021-10-31,60.5953205376987,50.9352874691997,70.2553536061976,45.8215748588206,75.3690662165767
2021-11-01,60.5824404980899,50.9215054524028,70.2433755437769,45.8073153641427,75.357565632037
2021-11-02,60.5699671703654,50.9081528915408,70.23178144919,45.7934973653726,75.3464369753582
2021-11-03,60.5578939898068,50.8952223408865,70.220565638727,45.7801129504056,75.335675029208
2021-11-04,60.5462144163778,50.88270642427,70.2097224084857,45.767154300449,75.3252745323066
2021-11-05,60.5349219365991,50.8705978348747,70.1992460383234,45.7546136887193,75.3152301844789
2021-11-06,60.5240100653616,50.8588893350484,70.1891307956748,45.7424834791915,75.3055366515316
2021-11-07,60.5134723476817,50.8475737561265,70.179370939237,45.7307561254015,75.2961885699619
2021-11-08,60.5033023603971,50.8366439982681,70.1699607225261,45.7194241692964,75.2871805514979
2021-11-09,60.4934937138064,50.8260930303042,70.1608943973085,45.7084802401346,75.2785071874781
2021-11-10,60.48404005325,50.8159138895949,70.1521662169052,45.6979170534307,75.2701630530694
2021-11-11,60.4749350606377,50.8060996818976,70.1437704393779,45.6877274099457,75.2621427113297
2021-11-12,60.4661724559194,50.7966435812441,70.1357013305947,45.6779041947199,75.2544407171189
2021-11-13,60.457745998502,50.7875388298249,70.1279531671791,45.6684403761458,75.2470516208582
2021-11-14,60.4496494886134,50.7787787378811,70.1205202393457,45.6593290050812,75.2399699721457
2021-11-15,60.4418767686144,50.7703566836036,70.1133968536253,45.6505632140002,75.2331903232287
2021-11-16,60.4344217242578,50.7622661130365,70.1065773354791,45.6421362161793,75.2267072323364
2021-11-17,60.427278285898,50.7545005399869,70.1000560318092,45.6340413049187,75.2205152668774
2021-11-18,60.4204404296497,50.7470535459375,70.0938273133619,45.6262718527957,75.2146090065038
2021-11-19,60.4139021784985,50.7399187799643,70.0878855770327,45.6188213109503,75.2089830460467
