"Month","unemploymeny_Sing","unemploymeny_UK","unemploymeny_US"
"2021-06",2.86461768736844,5.10088149289261,7.31768017014697
"2021-07",2.88519181330625,5.21823469134312,14.8688277173654
"2021-08",2.95840272701867,5.27243463226367,18.4822693669874
"2021-09",3.01132386696836,5.20701892849882,22.3374828716777
"2021-10",3.04800323985458,5.1017318486021,25.3479406352533
"2021-11",3.05949707350633,5.0189399412506,28.8837254741177
"2021-12",3.05703071944028,4.99146105388974,33.4013997623543
"2022-01",3.04780303622367,5.01645887976737,39.5030680676384
