"Date","forecast_Sing_covid","forecast_Sing_economic","forecast_Sing_health","forecast_Sing_response","forecast_Sing_stringency","forecast_UK_covid","forecast_UK_economic","forecast_UK_health","forecast_UK_response","forecast_UK_stringency","forecast_US_covid","forecast_US_economic","forecast_US_health","forecast_US_response","forecast_US_stringency"
2021-07-29,110.336974612653,109.798001621994,64.4417114824471,70.1090766759242,55.2043488460935,10105.9553558912,89.4892323090264,61.8911111769609,65.3411391745262,61.6418738938352,46369.6318650511,70.5171703103061,87.497279730956,85.3735993870873,75.4859140887044
2021-07-30,109.215361188758,109.825595258164,64.3688992867253,70.04879362411,55.126832706899,10157.2359476489,89.3786038861795,61.8639098689003,65.3035012412313,61.6324280369591,47053.3077794354,70.9324303565774,87.8078131759962,85.6972259391424,75.855898323991
2021-07-31,108.095112448367,109.849696762135,64.2967189105315,69.9886277565672,55.0496592725425,10206.7472584493,89.2698074256794,61.8367578586315,65.2661355663537,61.6230851600206,47731.9631654337,71.3425458015405,88.1127807448292,86.01533941993,76.2191178433455
2021-08-01,106.977059151882,109.870375621468,64.2251790418382,69.9285953236679,54.9728574885646,10254.5314691031,89.1628338711229,61.8096640470977,65.2290488102489,61.6138497186397,48405.3767080184,71.7474153962327,88.4122134785011,86.3279543203004,76.5755969176297
2021-08-02,105.861990363955,109.8877013543,64.1542879837188,69.8687122448107,54.8964550815485,10300.6301001809,89.057673944212,61.7826374374341,65.1922476942316,61.6047263590384,49073.3359973167,72.146948169011,88.706146187451,86.6350897149045,76.9253651962455
2021-08-03,104.750655206391,109.901743455434,64.0840536560662,69.8089941030705,54.8204785945971,10345.0840034364,88.9543181462644,61.755687104372,65.1557389740778,61.5957198916277,49735.6376252967,72.54106299928,88.9946172260307,86.9367690115485,77.2684574028694
2021-08-04,103.643764528501,109.912571345223,64.014483597716,69.7494561405607,54.7449534215995,10387.9333554434,88.8527567605293,61.7288221661875,65.1195294158481,61.5868352660243,50392.0872540342,72.929688202159,89.2776682746711,87.2330197086137,77.6049130413143
2021-08-05,102.54199249824,109.92025432111,63.9455849689459,69.6901132544606,54.6699038403546,10429.2176532245,88.7529798551981,61.702051759012,65.0836257738505,61.578077547447,51042.4996574719,73.3127611240181,89.555344129558,87.5238731604088,77.9347761113342
2021-08-06,101.445978119678,109.924861511706,63.8773645543264,69.630979993675,54.5953530445979,10468.975711584,88.6549772869951,61.6753850132863,65.0480347705468,61.5694518944647,51686.6987384549,73.6902277488091,89.827692499675,87.8093643503251,78.258094834188
2021-08-07,100.356326679875,109.926461833305,63.8098287658948,69.572070556085,54.5213231749911,10507.2456620002,88.5587387052684,61.6488310322203,65.0127630782677,61.5609635380386,52324.5175228193,74.062042315098,90.0947638110686,88.0895316716507,78.5749213877679
2021-08-08,99.2736111290306,109.925123948697,63.7429836466289,69.5133987863556,54.4478353491215,10544.0649528317,88.4642535564904,61.6223988720727,64.9778173025661,61.5526177618289,52955.7981321688,74.4281669437016,90.3566110181915,88.3644167159085,78.8853116511043
2021-08-09,98.1983733978341,109.92091622821,63.6768348741992,69.4549781742682,54.3749096905565,10579.4703507317,88.3715110891079,61.596097524137,64.9432039671007,61.5444198837079,53580.3917369527,74.7885712758151,90.6132894221713,88.6340640685693,79.1893249580484
2021-08-10,97.1311256549278,109.913906712852,63.6113877649758,69.3968218535455,54.302565356999,10613.4979430738,88.2805003586725,61.5699358982796,64.9089294999094,61.5363752384471,54198.1584913509,75.1432321215154,90.8648564958602,88.898521111997,79.48702385994
2021-08-11,96.0723515081385,109.904163079492,63.5466472782713,69.3389426011393,54.2308205675838,10646.1831413114,88.1912102332063,61.5439228079384,64.8750002209845,61.5284891615207,54808.9674514167,75.492133118512,91.1113717155116,89.1578378354772,79.7784738970605
2021-08-12,95.0225071516517,109.891752607947,63.4826180207997,69.2813528369522,54.1596926293552,10677.5606851295,88.1036293987521,61.5180669564592,64.8414223310385,61.5207669739874,55412.6964778607,75.835264401011,91.352896398934,89.4120666521791,80.0637433786737
2021-08-13,93.9820224629457,109.876742149937,63.4193042513335,69.224064623969,54.0891979629608,10707.6646472846,88.0177463650676,61.4923769246715,64.8082019013693,61.5132139684069,56009.2321247812,76.1726222785534,91.5894935499696,89.6612622229022,80.3429031714568
2021-08-14,92.9513020510269,109.859198099794,63.3567098855408,69.1670896687678,54.0193521275993,10736.5284390732,87.9335494714324,61.4668611596272,64.7753448647542,61.5058353957395,56598.4695155979,76.5042089246808,91.8212277091477,89.905481286454,80.6160264961211
2021-08-15,91.9307262595973,109.83918636686,63.2948385009879,69.1104393223918,53.9501698452506,10764.1848163353,87.8510268925369,61.4415279644148,64.7428570072919,61.4986364531891,57180.3122073555,76.8300320752778,92.0481648103592,90.1447824965103,80.8831887320273
2021-08-16,90.9206521268347,109.816772349509,63.233693342291,69.0541245815574,53.8816650242219,10790.6658859012,87.7701666444205,61.416385488959,64.7107439611114,61.491622272953,57754.6720445279,77.1501047364355,92.2703720434036,90.3792262648038,81.1444672295952
2021-08-17,89.9214143036664,109.792020910705,63.1732773264021,68.9981560901731,53.8138507820408,10816.0031124608,87.6909565904457,61.3914417217591,64.6790111979057,61.484797911826,58321.469003379,77.4644449016762,92.4879177222578,90.6088746104919,81.3999411303128
2021-08-18,88.933325933896,109.764996355045,63.1135930480165,68.9425441411569,53.746739467716,10840.2273257782,87.6133844472822,61.3667044824914,64.647664023219,61.4781683416247,58880.6310279023,77.773075278374,92.7008711589148,90.8337910155488,81.6496911941485
2021-08-19,87.9566794965448,109.735762407214,63.0546427850882,68.8872986785233,53.6803426834011,10863.3687281966,87.537437790885,61.3421814154101,64.6167075714323,61.4717384403922,59432.0938582505,78.0760230232087,92.9093025426486,91.0540402860361,81.8937996341732
2021-08-20,86.9917476139914,109.704382191804,62.9964285044419,68.8324292997309,53.6146713054756,10885.4569024102,87.463104062453,61.3178799835052,64.5861468014065,61.4655129843434,59975.8008525831,78.3733194864811,93.1132828245541,91.2696884190976,82.1323499581995
2021-08-21,86.0387838259734,109.670918214425,62.9389518674691,68.7779452582652,53.5497355050751,10906.52081944,87.3903705743535,61.2938074633516,64.5559864927252,61.4594966405167,60511.7028031733,78.6649999651183,93.3128836072177,91.4808024755312,82.3654268172459
2021-08-22,85.0980233325856,109.635432344057,62.8822142358978,68.7238554664458,53.4855447680859,10926.5888468021,87.3192245160037,61.2699709406175,64.5262312425085,61.4536939600914,61039.7577475427,78.9511034641979,93.5081770393753,91.6874504577904,82.5931158606402
2021-08-23,84.1696837069457,109.597985796604,62.8262166776265,68.6701684984395,53.4221079146283,10945.6887568224,87.2496529596978,61.2463773061735,64.4968854627433,61.4481093723432,61559.9307753983,79.231672466815,93.6992357154138,91.8897011932674,82.8155035975727
2021-08-24,83.2539655791026,109.558639119577,62.7709599726109,68.6168925934644,53.3594331180484,10963.8477350686,87.1816428663726,61.2230332527706,64.4679533781044,61.4427471791989,62072.1938320564,79.5067527121184,93.8861325795761,92.0876242227145,83.0326772649166
2021-08-25,82.3510532931332,109.517452177879,62.7164446187961,68.5640356591732,53.2975279234318,10981.0923888928,87.1151810913059,61.1999452722479,64.4394390242295,61.4376115503599,62576.5255190149,79.7763929813376,94.068940834731,92.2812896936577,83.2447247011329
2021-08-26,81.461115538075,109.474484140631,62.6626708380852,68.5116052751996,53.2363992656638,10997.4487560377,87.0502543897394,61.177119653229,64.4113462464115,61.4327065189672,63072.9108923055,80.0406448916241,94.2477338555675,92.4707682586617,83.4517342260785
2021-08-27,80.5843059546733,109.429793469011,62.6096385823353,68.4596086968575,53.1760534870449,11012.9423133125,86.9868494224242,61.1545624792833,64.3836786986875,61.4280359777714,63561.3412591657,80.2995626975335,94.4225851060847,92.6561309783073,83.6537945265456
2021-08-28,79.7207637183152,109.383437905044,62.5573475393753,68.4080528589803,53.1164963544826,11027.5979853,86.9249527610824,61.1322796275118,64.356439843288,61.4236036757859,64041.8139736051,80.5532030999669,94.593568061239,92.8374492287397,83.8509945473522
2021-08-29,78.8706140997761,109.335474461329,62.5057971390354,68.3569443798873,53.0577330762734,11041.4401530757,86.8645508937808,61.1102767675272,64.3296329504201,61.4194132153963,64514.3322313505,80.8016250623989,94.7607561326193,93.0147946136538,84.043423387816
2021-08-30,78.0339690048761,109.285959411631,62.4549865591846,68.3062895654693,52.9997683184845,11054.4926629489,86.8056302302177,61.0885593608101,64.303261098369,61.4154680498957,64978.9048646291,81.044889634215,94.9242225980237,93.1882388805809,84.2311702034426
2021-08-31,77.2109274936291,109.23494828234,62.404914731768,68.2560944133805,52.9426062209553,11066.7788352062,86.7481771069191,61.0671326604161,64.2773271738934,61.4117714814184,65435.546137241,81.2830597809841,95.0840405348081,93.3578538413448,84.4143241126611
2021-09-01,76.4015762805668,109.182495844733,62.3555803488391,68.2063646173301,52.8862504129232,11078.3214728206,86.6921777923388,61.0460017109956,64.2518338728831,61.4083266592607,65884.2755403155,81.5162002214902,95.2402827568844,93.5237112965557,84.5929741084447
2021-09-02,75.605990216198,109.128656108013,62.30698186858,68.1571055714617,52.8307040282923,11089.1428701379,86.6376184918654,61.0251713491125,64.2267837012671,61.4051365785551,66325.1175891036,81.7443772713548,95.3930217552484,93.6858829640165,84.7672089746586
2021-09-03,74.8242327509841,109.073482313101,62.2591175213055,68.1083223748118,52.7759697205531,11099.2648215367,86.5844853527348,61.0046462038478,64.2021789761562,61.4022040792782,66758.1016211902,81.9676586930735,95.5423296419132,93.8444404109124,84.9371172069749
2021-09-04,74.0563563827843,109.017026927142,62.2119853154465,68.0600198358423,52.7220496773625,11108.7086300285,86.5327644688447,60.9844306976503,64.1780218271933,61.3995318455764,67183.2615964057,82.1861135523005,95.6882780971367,93.9994549896626,85.1027869382038
2021-09-05,73.3024030880104,108.959341638696,62.1655830435064,68.012202477035,52.668945634797,11117.4951158267,86.4824418854752,60.9645290474383,64.1543141981083,61.3971224053814,67600.6358987404,82.3998120802121,95.8309383198244,94.1509977773124,85.26430586789
2021-09-06,72.5624047378682,108.900477353591,62.1199082879881,67.9648745395449,52.6166588912856,11125.6446248483,86.4335036039117,60.9449452659181,64.1310578484503,61.3949781303028,68010.2671405258,82.608825541782,95.9703809809992,94.2991395183462,85.4217611960264
2021-09-07,71.8363834995151,108.8404841914,62.0749584272861,67.9180399879013,52.5651903212342,11133.1770371378,86.3859355859691,60.9256831630976,64.1082543554803,61.3931012357831,68412.2019691347,82.8132261098041,96.1066761802236,94.4439505708044,85.5752395607405
