"Date","forecast_Sing_covid","forecast_Sing_economic","forecast_Sing_health","forecast_Sing_response","forecast_Sing_stringency"
2021-08-01,106.977059151882,109.870375621468,64.2251790418382,69.9285953236679,54.9728574885646
2021-08-02,105.861990363955,109.8877013543,64.1542879837188,69.8687122448107,54.8964550815485
2021-08-03,104.750655206391,109.901743455434,64.0840536560662,69.8089941030705,54.8204785945971
2021-08-04,103.643764528501,109.912571345223,64.014483597716,69.7494561405607,54.7449534215995
2021-08-05,102.54199249824,109.92025432111,63.9455849689459,69.6901132544606,54.6699038403546
2021-08-06,101.445978119678,109.924861511706,63.8773645543264,69.630979993675,54.5953530445979
2021-08-07,100.356326679875,109.926461833305,63.8098287658948,69.572070556085,54.5213231749911
2021-08-08,99.2736111290306,109.925123948697,63.7429836466289,69.5133987863556,54.4478353491215
2021-08-09,98.1983733978341,109.92091622821,63.6768348741992,69.4549781742682,54.3749096905565
2021-08-10,97.1311256549278,109.913906712852,63.6113877649758,69.3968218535455,54.302565356999
2021-08-11,96.0723515081385,109.904163079492,63.5466472782713,69.3389426011393,54.2308205675838
2021-08-12,95.0225071516517,109.891752607947,63.4826180207997,69.2813528369522,54.1596926293552
2021-08-13,93.9820224629457,109.876742149937,63.4193042513335,69.224064623969,54.0891979629608
2021-08-14,92.9513020510269,109.859198099794,63.3567098855408,69.1670896687678,54.0193521275993
2021-08-15,91.9307262595973,109.83918636686,63.2948385009879,69.1104393223918,53.9501698452506
2021-08-16,90.9206521268347,109.816772349509,63.233693342291,69.0541245815574,53.8816650242219
2021-08-17,89.9214143036664,109.792020910705,63.1732773264021,68.9981560901731,53.8138507820408
2021-08-18,88.933325933896,109.764996355045,63.1135930480165,68.9425441411569,53.746739467716
2021-08-19,87.9566794965448,109.735762407214,63.0546427850882,68.8872986785233,53.6803426834011
2021-08-20,86.9917476139914,109.704382191804,62.9964285044419,68.8324292997309,53.6146713054756
2021-08-21,86.0387838259734,109.670918214425,62.9389518674691,68.7779452582652,53.5497355050751
2021-08-22,85.0980233325856,109.635432344057,62.8822142358978,68.7238554664458,53.4855447680859
2021-08-23,84.1696837069457,109.597985796604,62.8262166776265,68.6701684984395,53.4221079146283
2021-08-24,83.2539655791026,109.558639119577,62.7709599726109,68.6168925934644,53.3594331180484
2021-08-25,82.3510532931332,109.517452177879,62.7164446187961,68.5640356591732,53.2975279234318
2021-08-26,81.461115538075,109.474484140631,62.6626708380852,68.5116052751996,53.2363992656638
2021-08-27,80.5843059546733,109.429793469011,62.6096385823353,68.4596086968575,53.1760534870449
2021-08-28,79.7207637183152,109.383437905044,62.5573475393753,68.4080528589803,53.1164963544826
2021-08-29,78.8706140997761,109.335474461329,62.5057971390354,68.3569443798873,53.0577330762734
2021-08-30,78.0339690048761,109.285959411631,62.4549865591846,68.3062895654693,52.9997683184845
2021-08-31,77.2109274936291,109.23494828234,62.404914731768,68.2560944133805,52.9426062209553
2021-09-01,76.4015762805668,109.182495844733,62.3555803488391,68.2063646173301,52.8862504129232
2021-09-02,75.605990216198,109.128656108013,62.30698186858,68.1571055714617,52.8307040282923
2021-09-03,74.8242327509841,109.073482313101,62.2591175213055,68.1083223748118,52.7759697205531
2021-09-04,74.0563563827843,109.017026927142,62.2119853154465,68.0600198358423,52.7220496773625
2021-09-05,73.3024030880104,108.959341638696,62.1655830435064,68.012202477035,52.668945634797
2021-09-06,72.5624047378682,108.900477353591,62.1199082879881,67.9648745395449,52.6166588912856
2021-09-07,71.8363834995151,108.8404841914,62.0749584272861,67.9180399879013,52.5651903212342
2021-09-08,71.1243522235464,108.779411482534,62.0307306415409,67.8717025147536,52.5145403883482
2021-09-09,70.4263148179824,108.717307765904,61.9872219184512,67.8258655456523,52.4647091586623
2021-09-10,69.7422666094732,108.654220787143,61.944429059042,67.7805322438626,52.4156963132845
2021-09-11,69.072194692414,108.590197497368,61.9023486833839,67.7357055152022,52.3675011608612
2021-09-12,68.4160782657722,108.525284052433,61.860977236262,67.6913880128991,52.320122649774
2021-09-13,67.7738889591178,108.459525812691,61.8203109927905,67.6475821424634,52.2735593800706
2021-09-14,67.1455911479633,108.392967343216,61.7803460639727,67.6042900665719,52.2278096151359
2021-09-15,66.531142258315,108.325652414468,61.7410784022017,67.5615137099557,52.1828712931136
2021-09-16,65.9304930613662,108.2576240034,61.7025038067009,67.5192547642901,52.1387420380816
2021-09-17,65.3435879588981,108.188924294962,61.6646179289023,67.4775146930821,52.0954191709853
2021-09-18,64.7703652590657,108.119594684008,61.6274162777606,67.4362947365502,52.0528997203377
2021-09-19,64.2107574435967,108.049675777573,61.5908942250013,67.3955959164955,52.0111804326873
2021-09-20,63.6646914264059,107.97920739751,61.5550470103021,67.3554190411579,51.9702577828637
2021-09-21,63.1320888042785,107.90822858348,61.5198697464054,67.3157647100576,51.9301279839979
2021-09-22,62.6128660990879,107.836777596252,61.4853574241608,67.2766333188142,51.8907869973318
2021-09-23,62.1069349928514,107.764891921335,61.4515049174963,67.238025063945,51.8522305418126
2021-09-24,61.614202555424,107.692608272897,61.4183069883188,67.1999399476378,51.8144541034809
2021-09-25,61.1345714650001,107.619962597972,61.3857582913397,67.1623777824952,51.7774529446544
2021-09-26,60.6679402216896,107.546990080945,61.353853378829,67.1253381962492,51.7412221129133
2021-09-27,60.2142033548709,107.473725148285,61.3225867052933,67.0888206364437,51.7057564498884
2021-09-28,59.7732516237192,107.400201473539,61.2919526320793,67.0528243750812,51.6710505998572
2021-09-29,59.3449722120197,107.326451982545,61.2619454319028,67.0173485132349,51.637099018151
2021-09-30,58.9292489165112,107.252508858881,61.2325592932998,66.9823919856203,51.603895979378
2021-10-01,58.52596233002,107.178403549516,61.2037883250029,66.9479535651282,51.5714355854621
2021-10-02,58.1349900187685,107.104166770676,61.1756265602411,66.9140318673165,51.5397117735028
2021-10-03,57.7562066940713,107.029828513881,61.1480679609616,66.8806253548566,51.5087183234612
2021-10-04,57.389484379341,106.955418052178,61.1211064219759,66.8477323419379,51.4784488656701
2021-10-05,57.0346925712319,106.88096394654,61.0947357750279,66.8153509986236,51.4488968881781
2021-10-06,56.6916983968499,106.806494052423,61.0689497927862,66.7834793551622,51.4200557439212
2021-10-07,56.3603667654251,106.732035526479,61.0437421927583,66.7521153062489,51.391918657734
2021-10-08,56.0405605156298,106.657614833414,61.0191066411287,66.7212566152385,51.364478733198
2021-10-09,55.7321405585057,106.58325775297,60.9950367565197,66.6909009183083,51.3377289593298
2021-10-10,55.4349660158028,106.508989387046,60.9715261136762,66.6610457285688,51.3116622171148
2021-10-11,55.1488943542203,106.43483416693,60.9485682470739,66.6316884401239,51.2862712858846
2021-10-12,54.8737815155562,106.360815860641,60.9261566544512,66.6028263320776,51.2615488495451
2021-10-13,54.6094820427279,106.286957580374,60.9042848002662,66.5744565724875,51.2374875026536
2021-10-14,54.3558492020113,106.213281790046,60.8829461190778,66.5465762222648,51.2140797563507
2021-10-15,54.1127351016812,106.139810312927,60.8621340188525,66.5191822390206,51.191318044145
2021-10-16,53.8799908064107,106.066564339343,60.8418418841959,66.4922714808549,51.1691947275597
2021-10-17,53.6574664487519,105.993564434475,60.8220630795113,66.4658407100938,51.147702101636
2021-10-18,53.4450113365705,105.920830546205,60.8027909520839,66.4398865969679,51.1268324003
2021-10-19,53.2424740573029,105.848382013038,60.7840188350924,66.4144057232358,51.1065778015953
2021-10-20,53.0497025791255,105.776237572073,60.7657400505481,66.389394585753,51.0869304327791
2021-10-21,52.8665443482776,105.704415367028,60.7479479121624,66.3648495999808,51.0678823752916
2021-10-22,52.6928463839595,105.632932956309,60.730635728143,66.3407671034416,51.0494256695916
2021-10-23,52.5284553700676,105.561807321124,60.7137968039205,66.3171433591184,51.0315523198658
2021-10-24,52.3732177429512,105.491054873615,60.6974244448025,66.2939745587921,51.0142542986176
2021-10-25,52.2269797777943,105.42069146504,60.6815119585614,66.271256826328,50.9975235511265
2021-10-26,52.0895876709187,105.350732393963,60.6660526579522,66.248986220902,50.9813519997896
2021-10-27,51.9608876197959,105.28119241447,60.6510398631623,66.2271587401695,50.9657315483447
2021-10-28,51.8407259006905,105.212085744404,60.6364669041952,66.2057703233811,50.9506540859725
2021-10-29,51.7289489429447,105.1434260736,60.6223271231874,66.1848168544376,50.9361114912868
2021-10-30,51.6254034010975,105.075226572136,60.6086138766585,66.16429416489,50.9220956362102
2021-10-31,51.5299362244627,105.007499898575,60.5953205376987,66.144198036883,50.908598389738
2021-11-01,51.4423947241649,104.94025820822,60.5824404980899,66.1245242060422,50.895611621592
2021-11-02,51.3626266378108,104.873513161345,60.5699671703654,66.1052683643046,50.8831272057667
2021-11-03,51.290480192208,104.807275931437,60.5578939898068,66.0864261626956,50.8711370239673
2021-11-04,51.2258041629422,104.741557213405,60.5462144163778,66.0679932140468,50.859632968947
2021-11-05,51.168447932466,104.676367231782,60.5349219365991,66.0499650956611,50.8486069477384
2021-11-06,51.1182615456752,104.611715748909,60.5240100653616,66.0323373519216,50.8380508847855
2021-11-07,51.0750957635535,104.547612073089,60.5134723476817,66.0151054968469,50.8279567249756
2021-11-08,51.038802114317,104.484065066717,60.5033023603971,65.9982650165896,50.8183164365748
2021-11-09,51.0092329433688,104.421083154386,60.4934937138064,65.9818113718849,50.8091220140654
2021-11-10,50.9862414601664,104.358674330949,60.48404005325,65.9657400004405,50.8003654808928
2021-11-11,50.9696817841616,104.296846169559,60.4749350606377,65.9500463192775,50.7920388921158
2021-11-12,50.9594089883113,104.235605829661,60.4661724559194,65.9347257270171,50.7841343369682
2021-11-13,50.9552791407058,104.17496006495,60.457745998502,65.9197736061132,50.7766439413316
2021-11-14,50.957149344736,104.114915231278,60.4496494886134,65.9051853250355,50.7695598701194
2021-11-15,50.9648777772776,104.055477294531,60.4418767686144,65.8909562403998,50.7628743295744
2021-11-16,50.9783237251148,103.99665183844,60.4344217242578,65.8770816990471,50.7565795694839
2021-11-17,50.9973476199552,103.938444072357,60.427278285898,65.8635570400734,50.7506678853091
2021-11-18,51.0218110713333,103.880858838969,60.4204404296497,65.850377596807,50.7451316202364
2021-11-19,51.0515768984656,103.823900621966,60.4139021784985,65.8375386987386,50.7399631671453
